序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率
201,301359,东南电子,25.46,-1.36,-0.35,14818,37890255.08,1.94,25.89,25.39,25.64,25.81,0.35,6.91,66.37,2.66
202,603280,南方路机,23.63,0.04,0.01,5096,12051619.0,1.44,23.79,23.45,23.61,23.62,0.6,1.88,82.14,2.24
203,688419,耐科装备,46.49,4.54,2.02,48282,223352969.0,9.04,47.4,43.38,44.0,44.47,1.62,24.45,71.57,4.09
204,301267,华厦眼科,41.24,-1.79,-0.75,46727,195078689.87,4.24,42.74,40.96,42.04,41.99,1.04,5.19,57.63,6.79
205,301379,天山电子,38.49,-4.68,-1.89,125059,484891489.43,8.87,40.88,37.3,39.78,40.38,0.75,49.35,36.99,3.21
206,301367,怡和嘉业,143.38,0.87,1.24,6046,85689398.68,2.25,143.44,140.24,141.57,142.14,1.12,3.78,14.76,3.48
207,301230,泓博医药,49.28,0.37,0.18,27316,136268348.27,6.46,51.39,48.22,48.22,49.1,0.67,11.26,86.8,4.85
208,301389,隆扬电子,17.8,0.39,0.07,16624,29508475.8,1.92,17.89,17.55,17.85,17.73,0.39,2.35,65.54,2.35
209,001299,美能能源,16.2,0.56,0.09,9226,14892838.0,2.23,16.26,15.9,16.12,16.11,0.44,1.97,35.69,2.43
210,001298,好上好,24.17,-1.83,-0.45,12815,31255996.75,2.64,24.77,24.12,24.43,24.62,0.33,3.68,195.45,2.29
211,688152,麒麟信安,103.89,3.15,3.17,5238,53975586.0,7.06,105.98,98.87,100.0,100.72,0.66,2.97,-1545.38,6.32
212,688372,伟测科技,104.01,-0.36,-0.38,6216,63950640.0,4.18,104.99,100.63,104.33,104.39,0.74,2.55,107.95,5.06
213,688291,金橙子,32.94,-1.96,-0.66,26460,88739128.0,4.35,34.38,32.92,33.06,33.6,0.42,10.82,68.94,3.75
214,301223,中荣股份,20.19,1.61,0.32,59634,118979865.75,5.23,20.36,19.32,19.7,19.87,1.04,12.35,19.19,1.44
215,001322,箭牌家居,16.24,-5.86,-1.01,91021,148973382.24,6.96,17.25,16.05,17.25,17.25,1.38,9.42,1266.03,3.42
216,688426,康为世纪,32.3,2.18,0.69,5151,16552896.0,3.29,32.55,31.51,31.7,31.61,0.69,2.05,227.16,2.08
217,301380,挖金客,44.18,2.2,0.95,7164,31324678.19,3.91,44.26,42.57,43.66,43.23,0.86,4.21,54.86,3.39
218,301273,瑞晨环保,31.18,0.94,0.29,6074,18814062.53,2.82,31.37,30.5,30.89,30.89,0.82,3.39,-171.67,2.29
219,688244,永信至诚,83.98,-3.75,-3.27,5461,46005912.0,4.72,86.9,82.78,86.9,87.25,0.47,3.71,-88.36,5.71
220,603151,邦基科技,16.69,-0.12,-0.02,4727,7894462.0,1.08,16.8,16.62,16.8,16.71,0.69,1.13,29.96,2.4
221,301299,卓创资讯,52.53,-0.06,-0.03,6631,34869220.0,4.07,53.66,51.52,52.5,52.56,0.37,4.42,46.43,4.76
222,001300,三柏硕,12.58,-0.87,-0.11,9045,11433056.2,1.89,12.8,12.56,12.76,12.69,0.87,1.48,200.42,2.84
223,688061,灿瑞科技,48.37,-1.08,-0.53,3739,18178557.0,2.19,49.25,48.18,48.9,48.9,0.4,1.37,-1020.09,2.2
224,688031,星环科技-U,109.88,1.34,1.45,8557,94881613.0,3.26,112.52,108.99,112.0,108.43,0.87,2.98,-38.85,8.16
225,603163,圣晖集成,39.81,1.61,0.63,3055,12114968.0,2.5,39.98,39.0,39.02,39.18,0.74,1.22,27.48,4.07
226,301316,慧博云通,22.36,2.99,0.65,22194,49217341.43,5.71,22.74,21.5,21.78,21.71,0.8,5.55,172.4,9.46
227,688459,哈铁科技,9.68,0.41,0.04,10401,10051585.0,1.14,9.72,9.61,9.65,9.64,1.0,1.19,-1366.94,1.44
228,301363,美好医疗,43.04,-0.3,-0.13,6039,25732997.32,3.59,43.57,42.02,43.52,43.17,0.92,1.5,40.37,5.87
229,688073,毕得医药,61.38,-1.87,-1.17,17898,109411700.0,5.47,63.1,59.68,62.46,62.55,1.1,9.16,37.77,2.78
230,603052,可川科技,32.03,1.81,0.57,9904,31587740.0,4.61,32.5,31.05,31.23,31.46,0.8,4.11,41.39,2.88
231,688409,富创精密,94.1,-2.41,-2.32,6363,60532089.0,3.88,97.57,93.83,97.09,96.42,0.78,1.36,124.86,4.33
232,301313,凡拓数创,46.45,13.74,5.61,96588,442164832.59,21.52,49.01,40.22,40.9,40.84,2.51,37.75,-2837.06,4.62
233,001269,欧晶科技,56.71,-1.32,-0.76,22638,129003407.78,3.1,57.89,56.11,57.03,57.47,0.57,4.71,15.85,8.76
234,001255,博菲电气,36.56,0.05,0.02,6015,21975092.0,2.05,36.95,36.2,36.55,36.54,0.66,3.01,38.98,4.0
235,688275,万润新能,89.13,-0.68,-0.61,1771,15759358.0,1.04,89.68,88.75,89.68,89.74,0.71,0.6,-83.18,1.36
236,688137,近岸蛋白,52.66,0.23,0.12,2633,13952790.0,2.76,53.56,52.11,52.55,52.54,1.04,1.55,82.93,1.7
237,301319,唯特偶,55.68,2.73,1.48,9632,53717396.03,6.46,57.08,53.58,53.89,54.2,0.85,6.57,30.13,3.08
238,301285,鸿日达,15.06,7.49,1.05,136763,207148295.89,18.34,16.37,13.8,13.81,14.01,1.1,26.47,-96.1,3.01
239,301176,逸豪新材,18.06,0.89,0.16,22366,40268205.0,4.3,18.35,17.58,17.9,17.9,0.53,5.45,-274.88,1.85
240,688392,骄成超声,99.43,2.98,2.88,12904,128296811.0,5.58,100.9,95.51,96.9,96.55,2.34,5.05,92.78,6.7
241,688252,天德钰,19.47,-1.52,-0.3,7018,13813445.0,2.53,19.92,19.42,19.87,19.77,0.53,1.95,187.31,4.35
242,688387,信科移动-U,7.35,-0.27,-0.02,99856,73463757.0,2.31,7.44,7.27,7.33,7.37,0.46,2.07,168.08,3.62
243,603057,紫燕食品,26.1,-0.65,-0.17,10204,26670306.0,2.44,26.36,25.72,26.16,26.27,0.36,2.43,60.21,6.08
244,301366,一博科技,45.03,8.48,3.52,106928,474792765.06,13.03,46.3,40.89,40.89,41.51,1.16,29.07,75.24,3.22
245,301227,森鹰窗业,28.05,-1.82,-0.52,7697,21762929.47,4.31,29.19,27.96,28.8,28.57,0.59,3.45,-118.6,1.58
246,688132,邦彦技术,25.05,-1.61,-0.41,17510,43926133.0,2.08,25.5,24.97,25.46,25.46,0.67,4.97,80.97,2.39
247,301369,联动科技,84.6,-3.5,-3.07,32703,278703047.67,8.27,88.62,81.37,85.99,87.67,0.86,18.79,1210.63,4.09
248,688448,磁谷科技,30.7,0.46,0.14,4642,14153514.0,5.14,31.07,29.5,30.2,30.56,0.79,2.74,-447.26,2.33
249,688428,诺诚健华-U,11.94,3.74,0.43,54236,64595651.0,5.3,12.06,11.45,11.63,11.51,2.33,2.24,-424.5,2.8
250,301331,恩威医药,41.35,3.82,1.52,22083,90598811.43,5.62,42.0,39.76,40.19,39.83,1.71,12.59,26.2,2.71
251,301326,捷邦科技,36.15,-4.19,-1.58,10966,40118204.9,2.7,37.15,36.13,37.14,37.73,0.62,6.51,-54.92,1.91
252,001332,锡装股份,37.96,-1.35,-0.52,4219,16058506.8,1.74,38.47,37.8,38.39,38.48,0.67,1.56,18.87,1.95
253,688184,帕瓦股份,25.81,-1.15,-0.3,2453,6362616.0,1.65,26.24,25.81,26.0,26.11,1.1,0.72,161.69,1.35
254,688035,德邦科技,61.64,-7.46,-4.97,56575,361328349.0,9.73,67.98,61.5,65.0,66.61,1.19,18.37,91.12,4.01
255,301327,华宝新能,80.65,-0.65,-0.53,23739,188610871.04,6.12,82.34,77.37,81.05,81.18,2.05,7.44,-84.8,1.63
256,301309,万得凯,27.82,1.46,0.4,5433,15025152.7,2.77,27.94,27.18,27.49,27.42,0.62,2.17,47.05,2.06
257,001238,浙江正特,22.44,-1.62,-0.37,12732,28665574.0,3.11,22.99,22.28,22.67,22.81,0.42,4.63,27.28,2.23
258,688455,科捷智能,13.88,0.51,0.07,3474,4818395.0,1.74,13.94,13.7,13.81,13.81,0.36,0.86,-24.46,1.98
259,301161,唯万密封,21.76,-0.68,-0.15,8606,18694659.04,1.92,22.0,21.58,22.0,21.91,0.75,2.97,37.82,2.86
260,688391,钜泉科技,64.9,-1.76,-1.16,2613,17033392.0,2.21,66.06,64.6,66.06,66.06,0.48,1.41,39.25,2.79
261,301205,联特科技,141.25,-1.04,-1.49,52605,746929197.41,5.07,145.86,138.63,139.0,142.74,0.9,16.22,173.0,12.89
262,688114,华大智造,91.0,-3.77,-3.57,8048,73800874.0,6.63,96.27,90.0,94.49,94.57,1.56,2.32,-63.12,4.14
263,603182,嘉华股份,15.34,-1.29,-0.2,13500,20760670.0,1.67,15.52,15.26,15.4,15.54,1.02,3.28,20.39,2.66
264,301349,信德新材,56.01,-1.98,-1.13,34813,198972047.06,6.74,59.5,55.65,58.39,57.14,1.75,13.65,50.15,2.07
265,301339,通行宝,22.27,1.23,0.27,24653,54580246.08,5.14,22.58,21.45,22.0,22.0,0.74,4.11,55.16,3.73
266,301276,嘉曼服饰,26.33,-3.66,-1.0,45767,121367023.97,1.72,26.8,26.33,26.78,27.33,1.62,16.95,11.03,1.51
267,301328,维峰电子,51.0,1.76,0.88,9722,49173391.96,4.59,51.4,49.1,50.0,50.12,0.66,3.71,29.42,3.04
268,301231,荣信文化,36.25,7.41,2.5,58108,203746273.26,10.58,36.25,32.68,33.45,33.75,1.81,27.54,223.82,3.35
269,001331,胜通能源,17.14,0.06,0.01,3704,6343455.2,1.11,17.22,17.03,17.22,17.13,0.3,0.88,189.78,1.86
270,001283,豪鹏科技,49.21,-4.04,-2.07,12172,60432833.0,4.91,51.5,48.98,51.37,51.28,0.78,6.09,687.61,1.8
271,688293,奥浦迈,44.89,1.01,0.45,6451,29021868.0,3.62,45.67,44.06,44.44,44.44,0.81,2.6,53.24,2.38
272,301296,新巨丰,15.93,-0.75,-0.12,2590,4125951.0,1.93,16.18,15.87,16.18,16.05,0.71,0.41,40.0,2.78
273,301283,聚胶股份,35.59,0.48,0.17,3846,13618758.0,1.61,35.66,35.09,35.41,35.42,0.89,1.92,46.74,2.04
274,688351,微电生理-U,17.42,0.87,0.15,6491,11368564.0,4.11,17.9,17.19,17.37,17.27,0.44,0.97,-219.76,4.92
275,603237,五芳斋,29.45,-1.67,-0.5,13511,39666367.0,3.07,30.05,29.13,29.99,29.95,1.22,3.83,-16.56,2.68
276,301270,汉仪股份,46.4,2.2,1.0,12987,60168730.02,4.14,47.0,45.12,46.3,45.4,0.51,6.47,171.96,4.42
277,301115,建科股份,23.4,0.65,0.15,16653,39326635.65,2.92,24.0,23.32,23.65,23.25,3.0,4.08,41.88,1.68
278,001259,利仁科技,28.4,-1.59,-0.46,4658,13293699.0,2.11,28.99,28.38,28.86,28.86,0.8,2.52,30.21,2.76
279,688416,恒烁股份,65.0,-1.66,-1.1,17352,113508016.0,3.59,66.68,64.31,65.65,66.1,0.55,9.15,-71.91,3.19
280,301152,天力锂能,45.48,-4.53,-2.16,34326,156898302.09,5.75,47.44,44.7,47.03,47.64,0.6,12.3,2776.66,2.25
281,688439,振华风光,101.0,-0.32,-0.32,10672,108014292.0,3.44,102.78,99.29,101.0,101.32,0.66,2.38,39.22,4.79
282,301282,金禄电子,27.6,-0.86,-0.24,39733,110240774.4,4.24,28.25,27.07,27.13,27.84,0.55,10.51,56.76,2.56
283,688370,丛麟科技,26.93,0.19,0.05,1179,3170209.0,1.23,26.99,26.66,26.66,26.88,0.42,0.37,25.75,1.43
284,688247,宣泰医药,12.58,-1.72,-0.22,17192,21933855.0,3.2,12.95,12.54,12.95,12.8,1.43,3.84,184.76,4.93
285,301209,联合化学,24.74,-0.08,-0.02,5437,13421811.0,2.46,24.96,24.35,24.93,24.76,0.68,2.72,51.87,2.98
286,688381,帝奥微,31.37,-3.0,-0.97,11851,37614200.0,3.43,32.4,31.29,32.37,32.34,1.09,1.99,198.08,2.57
287,688271,联影医疗,140.0,2.56,3.5,19395,275817347.0,3.74,144.8,139.7,143.9,136.5,4.01,3.88,87.5,6.54
288,301300,远翔新材,31.53,0.73,0.23,2855,8965989.0,2.46,31.64,30.87,31.47,31.3,0.35,1.78,61.24,2.5
289,301171,易点天下,20.92,-0.95,-0.2,30786,64658065.55,4.26,21.5,20.6,21.06,21.12,0.47,4.08,59.72,3.07
290,001231,农心科技,21.15,-0.56,-0.12,6414,13571965.45,2.16,21.36,20.9,21.28,21.27,0.47,2.57,31.37,2.34
291,688403,汇成股份,12.17,-2.95,-0.37,65066,80323960.0,4.07,12.62,12.11,12.39,12.54,0.69,5.32,96.57,3.46
292,688292,浩瀚深度,28.77,-4.36,-1.31,45185,134513107.0,7.91,31.09,28.71,30.3,30.08,0.52,12.51,-656.11,4.66
293,603255,鼎际得,44.55,-2.26,-1.03,6267,28000071.0,3.03,45.58,44.2,45.48,45.58,0.81,1.88,78.77,3.87
294,001330,博纳影业,9.05,-0.11,-0.01,51588,46832435.68,2.54,9.18,8.95,9.04,9.06,0.82,1.88,-28.74,1.86
295,001222,源飞宠物,15.79,0.13,0.02,27708,42911015.5,3.74,15.8,15.21,15.7,15.77,1.44,5.8,35.58,2.71
296,688401,路维光电,32.23,0.56,0.18,10246,32916392.0,2.81,32.6,31.7,32.05,32.05,0.64,2.37,54.83,4.64
297,301330,熵基科技,33.73,-1.14,-0.39,16921,57758589.12,3.19,34.79,33.7,34.01,34.12,0.47,3.71,51.37,2.14
298,688203,海正生材,13.07,-0.98,-0.13,10086,13218879.0,1.59,13.23,13.02,13.05,13.2,1.0,2.09,159.19,1.84
299,301338,凯格精机,47.89,-4.32,-2.16,119456,567330745.92,7.19,49.3,45.7,48.35,50.05,1.03,48.31,110.35,3.72
300,001339,智微智能,27.2,0.63,0.17,20926,56822441.52,3.0,27.5,26.69,27.05,27.03,0.67,3.39,47.15,3.6
301,688041,海光信息,61.2,-0.33,-0.2,106605,656575846.0,4.56,63.09,60.29,61.0,61.4,0.78,5.03,148.55,8.24
302,301336,趣睡科技,47.76,-4.44,-2.22,12546,60178815.42,4.78,49.5,47.11,48.2,49.98,1.09,12.55,74.38,2.45
303,688273,麦澜德,33.61,0.03,0.01,4251,14310397.0,2.23,34.0,33.25,33.6,33.6,0.75,1.82,26.11,2.56
304,301318,维海德,32.4,1.79,0.57,11082,35769981.5,4.87,33.0,31.45,31.73,31.83,0.52,4.26,42.07,2.0
305,301132,满坤科技,30.18,-2.14,-0.66,68933,209164068.11,3.83,30.88,29.7,30.45,30.84,0.41,18.7,45.8,2.76
306,688205,德科立,60.49,-0.05,-0.03,9613,58314310.0,3.55,61.67,59.52,60.33,60.52,0.59,4.07,67.36,3.12
307,301197,工大科雅,23.02,0.0,0.0,4930,11342816.8,1.52,23.16,22.81,22.83,23.02,0.58,1.64,588.22,2.14
308,301121,紫建电子,47.92,-2.28,-1.12,12052,57464902.89,5.51,48.83,46.13,47.58,49.04,0.74,6.81,-636.4,2.1
309,001229,魅视科技,31.15,0.74,0.23,5225,16342394.0,3.62,31.79,30.67,30.78,30.92,0.75,2.09,48.26,3.47
310,688380,中微半导,29.36,0.38,0.11,11405,33400045.0,2.22,29.56,28.91,29.2,29.25,0.43,2.01,68.42,3.85
311,688373,盟科药业-U,7.45,0.27,0.02,22071,16553390.0,2.96,7.62,7.4,7.46,7.43,1.07,1.75,-21.73,4.2
312,301308,江波龙,98.4,-1.87,-1.88,30694,305269649.96,3.41,101.5,98.08,99.2,100.28,0.69,9.03,-36.21,6.43
313,301095,广立微,71.63,-1.2,-0.87,9220,66444296.12,1.83,72.94,71.61,72.04,72.5,0.4,2.19,888.28,4.6
314,001236,弘业期货,14.44,0.98,0.14,35858,51577205.0,2.17,14.5,14.19,14.3,14.3,0.65,3.56,624.02,7.91
315,301278,快可电子,57.43,-0.59,-0.34,5053,29182780.83,2.67,58.64,57.1,57.75,57.77,0.51,2.43,31.01,4.64
