序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率
201,301366,一博科技,81.0,-3.74,-3.15,42769,351688542.4,3.58,84.0,80.99,84.0,84.15,0.5,21.94,75.19,3.19
202,301227,森鹰窗业,28.21,-0.42,-0.12,22253,63367706.36,5.93,29.38,27.7,28.04,28.33,1.08,9.98,-119.27,1.58
203,688132,邦彦技术,24.43,-2.59,-0.65,14337,35192966.0,4.11,25.25,24.22,24.95,25.08,1.43,4.07,78.97,2.33
204,301369,联动科技,81.73,-4.47,-3.82,28563,238729763.77,6.53,87.01,81.42,85.4,85.55,1.29,16.42,1169.56,3.95
205,688448,磁谷科技,29.3,0.03,0.01,10945,31800111.0,2.9,29.49,28.64,29.3,29.29,1.01,6.47,-426.86,2.22
206,688428,诺诚健华-U,11.59,0.35,0.04,32627,37737733.0,2.51,11.71,11.42,11.56,11.55,0.88,1.35,-412.05,2.72
207,301331,恩威医药,38.35,-0.65,-0.25,8865,33837438.8,2.69,38.79,37.75,38.79,38.6,1.05,5.05,24.3,2.52
208,301326,捷邦科技,36.99,-1.49,-0.56,12784,47459812.55,3.12,37.94,36.77,37.01,37.55,0.56,7.58,-56.19,1.96
209,001332,锡装股份,37.56,2.32,0.85,11935,44582556.4,3.46,37.78,36.51,36.7,36.71,1.22,4.42,18.68,1.93
210,688184,帕瓦股份,30.85,0.88,0.27,2785,8543027.0,1.28,30.87,30.48,30.58,30.58,1.35,0.98,161.05,1.32
211,688035,德邦科技,57.65,-2.9,-1.72,13019,75542929.0,3.4,59.37,57.35,59.37,59.37,0.99,4.23,85.22,3.75
212,301327,华宝新能,79.22,2.84,2.19,12356,96834936.1,4.05,79.33,76.21,77.0,77.03,1.45,3.87,-83.3,1.6
213,301309,万得凯,27.58,0.04,0.01,3316,9143312.11,1.09,27.71,27.41,27.41,27.57,0.69,1.33,46.64,2.05
214,001238,浙江正特,23.14,-0.26,-0.06,6287,14528078.34,1.08,23.25,23.0,23.25,23.2,0.58,2.29,28.13,2.28
215,688455,科捷智能,14.55,1.46,0.21,12870,18774581.0,2.37,14.74,14.4,14.46,14.34,1.69,3.19,-25.64,2.08
216,301161,唯万密封,23.36,2.55,0.58,33051,76645239.68,3.78,23.48,22.62,22.78,22.78,1.66,11.41,40.6,3.07
217,688391,钜泉科技,67.25,-1.93,-1.32,7284,49028392.0,3.34,68.97,66.68,68.42,68.57,1.32,3.94,40.67,2.89
218,301205,联特科技,219.02,-4.03,-9.2,48851,1110354620.84,7.23,235.5,219.0,223.0,228.22,1.01,27.11,149.03,10.99
219,688114,华大智造,89.48,-1.99,-1.82,4194,37470722.0,4.11,91.75,88.0,90.84,91.3,0.24,1.21,-62.06,4.01
220,603182,嘉华股份,15.35,-1.48,-0.23,11230,17245993.0,1.67,15.54,15.28,15.48,15.58,1.17,2.73,20.4,2.66
221,301349,信德新材,49.39,1.75,0.85,9408,46098977.05,3.23,49.48,47.91,48.55,48.54,0.87,3.69,44.23,1.82
222,301339,通行宝,23.73,-5.04,-1.26,43890,106354311.99,5.4,25.05,23.7,24.92,24.99,1.64,7.32,58.78,3.97
223,301276,嘉曼服饰,25.25,-0.71,-0.18,10940,27594249.64,1.1,25.42,25.14,25.31,25.43,0.97,4.05,10.58,1.44
224,301328,维峰电子,52.7,3.64,1.85,11477,60130142.13,5.43,53.45,50.69,51.02,50.85,2.32,4.38,30.4,3.14
225,301231,荣信文化,40.19,-1.16,-0.47,41882,170487501.61,4.55,41.75,39.9,40.0,40.66,0.73,19.85,248.15,3.71
226,001331,胜通能源,17.9,0.11,0.02,9184,16395525.23,1.45,18.0,17.74,17.87,17.88,0.88,2.19,198.19,1.94
227,001283,豪鹏科技,48.04,1.52,0.72,4844,23208150.1,2.56,48.28,47.07,47.35,47.32,0.77,2.42,671.26,1.76
228,688293,奥浦迈,47.16,1.27,0.59,4692,21897500.0,2.75,47.28,46.0,46.74,46.57,0.91,1.89,55.94,2.51
229,301296,新巨丰,16.6,1.53,0.25,5861,9700838.16,1.65,16.62,16.35,16.35,16.35,0.67,0.93,41.68,2.88
230,301283,聚胶股份,38.54,-1.73,-0.68,8631,33432886.26,2.55,39.44,38.44,39.35,39.22,1.42,4.32,50.61,2.21
231,688351,微电生理-U,20.46,3.86,0.76,35575,71822862.0,6.75,20.69,19.36,19.71,19.7,1.61,5.31,-258.11,5.77
232,603237,DR五芳斋,34.7,-5.09,-1.86,37727,131141856.0,5.96,36.5,34.32,36.5,36.56,2.15,10.7,-19.52,3.16
233,301270,汉仪股份,66.02,2.36,1.52,29532,194965306.27,5.36,67.8,64.34,64.34,64.5,1.0,14.72,244.68,6.29
234,301115,建科股份,22.86,-0.35,-0.08,5308,12127087.22,0.61,22.94,22.8,22.94,22.94,0.7,1.23,40.84,1.64
235,001259,利仁科技,28.28,-2.35,-0.68,16379,47056951.0,4.73,29.5,28.13,28.8,28.96,1.21,8.86,30.09,2.75
236,688416,恒烁股份,75.79,-5.4,-4.33,39371,313399617.0,8.75,82.8,75.79,80.43,80.12,1.01,20.76,-83.85,3.72
237,301152,天力锂能,45.89,0.64,0.29,8435,38784464.33,2.39,46.3,45.21,45.22,45.6,0.77,3.02,2801.69,2.27
238,688439,振华风光,100.0,-2.22,-2.27,9179,92357234.0,2.91,102.5,99.52,102.5,102.27,0.78,2.05,38.83,4.74
239,301282,金禄电子,29.97,-0.7,-0.21,42373,126709362.17,3.58,30.49,29.41,30.16,30.18,0.5,11.21,61.63,2.78
240,688370,丛麟科技,36.7,-0.16,-0.06,1201,4401296.0,0.54,36.76,36.56,36.69,36.76,0.99,0.48,26.99,1.35
241,688247,宣泰医药,12.82,-0.47,-0.06,14819,18959732.0,1.4,12.91,12.73,12.9,12.88,0.71,3.31,188.29,4.9
242,301209,联合化学,24.7,-2.6,-0.66,18562,46581118.0,3.31,25.54,24.7,25.18,25.36,1.94,9.28,51.78,2.98
243,688381,帝奥微,34.34,0.18,0.06,14511,49793474.0,2.57,34.78,33.9,34.3,34.28,0.64,2.44,216.83,2.81
244,688271,联影医疗,138.4,0.93,1.28,6758,93042596.0,1.84,138.67,136.15,137.5,137.12,0.64,1.35,86.5,6.4
245,301300,远翔新材,30.91,-0.61,-0.19,4614,14273640.32,1.0,31.15,30.84,30.93,31.1,0.93,2.87,60.03,2.45
246,301171,易点天下,25.03,-4.83,-1.27,148319,380681655.09,10.68,27.6,24.79,26.98,26.3,1.07,19.64,71.46,3.68
247,001231,农心科技,22.07,-1.91,-0.43,11357,25175097.45,2.22,22.5,22.0,22.5,22.5,0.85,4.54,32.73,2.38
248,688403,汇成股份,12.92,-1.82,-0.24,43745,57019254.0,2.51,13.22,12.89,13.16,13.16,0.82,3.58,102.53,3.68
249,688292,浩瀚深度,30.69,-3.97,-1.27,33724,105839148.0,4.66,32.16,30.67,31.96,31.96,0.96,9.33,-699.9,4.97
250,603255,XD鼎际得,44.69,1.27,0.56,16781,74378837.0,4.49,45.08,43.1,44.01,44.13,1.08,5.03,78.43,3.93
251,001330,博纳影业,9.79,-0.91,-0.09,106664,104708048.64,1.92,9.94,9.75,9.87,9.88,0.46,3.88,-31.09,2.01
252,001222,源飞宠物,21.31,-0.47,-0.1,7238,15424346.0,1.49,21.5,21.18,21.32,21.41,1.12,2.12,34.3,2.49
253,688401,路维光电,37.32,6.32,2.22,73603,273677545.0,10.03,38.47,34.95,34.99,35.1,2.35,17.06,63.48,5.38
254,301330,熵基科技,37.72,-3.18,-1.24,65003,250228347.31,4.85,39.49,37.6,39.01,38.96,1.15,14.24,57.44,2.39
255,688203,海正生材,13.67,0.59,0.08,12391,16826709.0,1.69,13.72,13.49,13.72,13.59,0.93,2.57,166.49,1.92
256,301338,凯格精机,38.0,0.61,0.23,26761,104396244.08,6.62,40.44,37.94,37.94,37.77,1.47,10.82,87.56,2.95
257,001339,智微智能,30.65,-2.08,-0.65,167982,520472385.19,3.96,31.76,30.52,31.3,31.3,0.98,27.2,53.13,4.05
258,688041,XD海光信,75.78,-6.95,-5.66,213408,1672718318.0,7.87,81.99,75.58,81.38,81.44,1.03,10.08,183.94,10.2
259,301336,趣睡科技,47.25,-2.07,-1.0,6971,33039253.05,3.67,48.62,46.85,48.25,48.25,1.09,6.97,73.59,2.42
260,688273,麦澜德,39.17,0.59,0.23,6968,26950149.0,2.67,39.25,38.21,38.6,38.94,1.19,2.98,30.42,2.99
261,301318,维海德,35.3,-5.16,-1.92,48648,175179642.58,5.51,37.2,35.15,36.9,37.22,1.0,18.68,45.83,2.17
262,301132,满坤科技,28.97,0.07,0.02,25558,73823974.68,2.73,29.4,28.61,28.95,28.95,0.61,6.93,43.97,2.65
263,688205,德科立,78.88,-4.1,-3.37,37760,308755748.0,8.62,85.3,78.21,81.71,82.25,1.18,16.0,87.83,4.07
264,301197,工大科雅,23.98,-0.62,-0.15,9711,23219907.32,1.57,24.12,23.74,23.99,24.13,0.7,3.22,612.75,2.21
265,301121,紫建电子,53.01,-1.12,-0.6,42207,234934557.43,10.07,58.4,53.0,56.5,53.61,1.3,23.84,-704.0,2.31
266,001229,魅视科技,33.98,-1.16,-0.4,13936,47457369.77,2.04,34.51,33.81,34.3,34.38,0.86,5.57,52.64,3.79
267,688380,中微半导,30.03,-1.31,-0.4,23795,71859236.0,2.1,30.55,29.91,30.4,30.43,0.89,4.18,69.98,3.94
268,688373,盟科药业-U,8.71,-0.46,-0.04,20418,17715821.0,1.26,8.74,8.63,8.7,8.75,0.74,1.62,-25.4,4.91
269,301308,江波龙,108.12,-4.18,-4.72,46214,511423138.54,5.49,114.2,108.0,111.38,112.84,0.84,13.6,-39.78,7.07
270,301095,广立微,90.51,-0.97,-0.89,12217,110455106.66,2.3,91.65,89.55,91.4,91.4,0.54,2.9,1122.41,5.81
271,001236,弘业期货,16.81,1.39,0.23,305754,515972325.67,9.05,17.76,16.26,16.45,16.58,1.16,30.34,726.43,9.21
272,301278,快可电子,64.4,7.33,4.4,31282,198380105.66,9.1,64.86,59.4,60.0,60.0,1.83,15.04,34.77,5.2
273,688371,菲沃泰,17.6,0.0,0.0,10502,18480708.0,1.36,17.72,17.48,17.5,17.6,0.61,1.33,-138.34,2.97
274,301333,诺思格,91.47,1.45,1.31,1542,14061636.0,3.26,92.4,89.46,90.92,90.16,0.99,1.03,47.65,3.39
275,301195,北路智控,73.5,-1.1,-0.82,6611,48750504.84,1.32,74.32,73.34,74.3,74.32,0.9,3.09,38.03,3.07
276,688130,晶华微,44.23,-1.67,-0.75,3257,14522599.0,2.22,45.21,44.21,44.98,44.98,0.99,2.1,248.35,2.24
277,603201,常润股份,21.75,0.23,0.05,4578,9966721.0,2.07,21.92,21.47,21.7,21.7,0.96,1.65,22.2,1.9
278,301269,华大九天,120.0,-0.91,-1.1,26861,322999631.8,2.81,122.4,119.0,121.1,121.1,0.7,3.42,770.27,14.19
279,688253,英诺特,24.65,0.57,0.14,6498,15945139.0,1.71,24.69,24.27,24.5,24.51,0.59,2.17,15.58,1.95
280,001258,立新能源,9.54,0.85,0.08,32208,30581919.66,1.48,9.55,9.41,9.46,9.46,1.08,1.38,84.86,3.14
281,301306,西测测试,36.08,0.78,0.28,5815,20842507.84,2.15,36.15,35.38,35.7,35.8,0.65,2.76,-129.58,2.49
282,688382,益方生物-U,14.41,-0.83,-0.12,20197,29059293.0,1.79,14.55,14.29,14.45,14.53,0.28,1.91,-17.57,3.92
283,603211,晋拓股份,16.67,3.28,0.53,197687,330240244.0,8.98,17.28,15.83,16.1,16.14,1.31,29.09,66.2,4.06
284,001336,楚环科技,27.06,-1.02,-0.28,6150,16599240.0,2.6,27.45,26.74,27.3,27.34,0.8,3.06,44.61,2.91
285,688375,国博电子,73.47,0.3,0.22,4542,33411112.0,1.8,73.88,72.56,73.2,73.25,0.66,1.42,63.4,5.11
286,688231,隆达股份,28.27,1.0,0.28,3887,10982692.0,1.46,28.42,28.01,28.17,27.99,0.81,0.73,67.6,2.47
287,688332,中科蓝讯,82.84,-1.33,-1.12,7624,62884633.0,4.1,84.8,81.36,83.18,83.96,1.04,2.62,50.29,2.81
288,603170,宝立食品,22.07,0.09,0.02,11139,24535225.0,1.81,22.25,21.85,22.05,22.05,0.83,2.78,28.91,7.99
289,001230,劲旅环境,24.7,0.12,0.03,2895,7135950.36,1.74,24.93,24.5,24.88,24.67,0.95,1.04,21.49,1.66
290,688353,华盛锂电,36.13,3.32,1.16,11267,40145552.0,4.63,36.3,34.68,34.97,34.97,1.27,2.94,130.91,1.53
291,603235,天新药业,28.36,1.83,0.51,8624,24382596.0,3.02,28.6,27.76,27.76,27.85,2.0,1.97,28.58,3.22
292,301312,智立方,88.95,-4.2,-3.9,19396,175673244.21,5.11,93.24,88.5,91.88,92.85,0.88,12.63,48.44,5.0
293,688053,思科瑞,59.19,-1.27,-0.76,8732,52008604.0,3.07,60.64,58.8,60.3,59.95,0.96,3.81,63.2,3.5
294,301175,中科环保,6.2,0.32,0.02,79569,49188046.95,0.81,6.21,6.16,6.18,6.18,0.59,2.32,37.7,2.86
295,301139,元道通信,29.35,0.0,0.0,19233,56838667.78,2.42,29.99,29.28,29.76,29.35,1.56,6.33,41.65,1.91
296,688322,奥比中光-UW,47.99,1.46,0.69,95074,468309307.0,8.46,51.5,47.5,47.65,47.3,1.4,29.2,-70.45,6.03
297,301208,中亦科技,57.36,-4.24,-2.54,14597,85371867.68,5.14,60.17,57.09,59.8,59.9,1.63,8.76,36.13,2.76
298,688400,凌云光,35.64,-1.49,-0.54,169581,615838576.0,4.7,37.2,35.5,36.2,36.18,1.5,19.4,406.0,4.3
299,301233,盛帮股份,41.58,-2.21,-0.94,14789,61906981.76,2.94,42.6,41.35,42.0,42.52,0.72,11.49,39.29,2.45
300,301239,普瑞眼科,114.28,0.48,0.55,7934,89978742.0,3.18,115.0,111.38,113.62,113.73,0.81,2.12,26.32,7.67
301,301234,五洲医疗,28.77,-0.93,-0.27,3935,11356216.0,0.96,29.04,28.76,29.04,29.04,0.98,2.31,37.72,2.79
302,688237,超卓航科,44.05,0.34,0.15,3778,16501793.0,2.05,44.2,43.3,43.84,43.9,0.98,2.01,45.92,3.01
303,001309,德明利,92.66,-3.78,-3.64,23775,221948176.0,6.74,98.0,91.51,97.55,96.3,1.07,11.89,-42.42,7.1
304,601089,福元医药,16.78,-0.36,-0.06,11584,19435166.0,1.54,16.98,16.72,16.78,16.84,0.49,0.97,17.71,2.6
305,001268,联合精密,22.95,-0.95,-0.22,23414,53788896.4,1.51,23.15,22.8,23.05,23.17,0.66,8.68,38.51,2.63
306,301112,信邦智能,35.21,1.59,0.55,46203,161124942.23,7.5,35.8,33.2,33.2,34.66,1.43,17.32,54.86,3.24
